Source,Tweet,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
@BBC,"Science has confirmed: cats are nice. 😻

https://t.co/nTtAUxYl6v https://t.co/kI8XYPICjA",Fri Sep 28 16:03:07 +0000 2018,0.7003,0.345,0.655,0.0,99
@BBC,"😮🐙 You need to watch this seal slap a man with an octopus... 

https://t.co/Njn1fsWeXX",Fri Sep 28 15:01:02 +0000 2018,0.1531,0.118,0.882,0.0,100
@CBS,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw",Wed Oct 03 19:35:31 +0000 2018,0.4939,0.151,0.849,0.0,1
@CBS,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj",Wed Oct 03 17:05:20 +0000 2018,0.6956,0.31,0.69,0.0,2
@CBS,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,Tue Oct 02 21:25:29 +0000 2018,0.8858,0.354,0.646,0.0,3
@CBS,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",Tue Oct 02 18:36:26 +0000 2018,0.0,0.0,1.0,0.0,4
@CBS,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO",Tue Oct 02 17:52:53 +0000 2018,0.1622,0.121,0.746,0.133,5
@CBS,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE",Tue Oct 02 16:49:34 +0000 2018,0.0,0.0,1.0,0.0,6
@CBS,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",Tue Oct 02 02:42:23 +0000 2018,0.3182,0.119,0.881,0.0,7
@CBS,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,Tue Oct 02 01:10:54 +0000 2018,0.765,0.292,0.708,0.0,8
@CBS,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",Tue Oct 02 00:01:07 +0000 2018,0.0,0.0,1.0,0.0,9
@CBS,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,Mon Oct 01 21:56:03 +0000 2018,0.0,0.0,1.0,0.0,10
@CBS,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,Mon Oct 01 16:33:11 +0000 2018,0.296,0.136,0.864,0.0,11
@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",Sun Sep 30 23:51:26 +0000 2018,-0.2263,0.0,0.909,0.091,12
@CBS,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,Sun Sep 30 17:00:00 +0000 2018,0.6124,0.19,0.81,0.0,13
@CBS,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,Sun Sep 30 14:34:18 +0000 2018,0.0,0.0,1.0,0.0,14
@CBS,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",Fri Sep 28 22:22:01 +0000 2018,0.0,0.0,1.0,0.0,15
@CBS,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",Fri Sep 28 20:16:14 +0000 2018,0.0,0.0,1.0,0.0,16
@CBS,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",Fri Sep 28 17:52:41 +0000 2018,0.0,0.0,1.0,0.0,17
@CBS,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",Fri Sep 28 16:51:50 +0000 2018,0.0,0.0,1.0,0.0,18
@CBS,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,Thu Sep 27 20:19:18 +0000 2018,0.0,0.0,1.0,0.0,19
@CBS,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,Thu Sep 27 20:01:53 +0000 2018,0.0,0.0,1.0,0.0,20
@CBS,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw",Wed Oct 03 19:35:31 +0000 2018,0.4939,0.151,0.849,0.0,21
@CBS,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj",Wed Oct 03 17:05:20 +0000 2018,0.6956,0.31,0.69,0.0,22
@CBS,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,Tue Oct 02 21:25:29 +0000 2018,0.8858,0.354,0.646,0.0,23
@CBS,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",Tue Oct 02 18:36:26 +0000 2018,0.0,0.0,1.0,0.0,24
@CBS,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO",Tue Oct 02 17:52:53 +0000 2018,0.1622,0.121,0.746,0.133,25
@CBS,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE",Tue Oct 02 16:49:34 +0000 2018,0.0,0.0,1.0,0.0,26
@CBS,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",Tue Oct 02 02:42:23 +0000 2018,0.3182,0.119,0.881,0.0,27
@CBS,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,Tue Oct 02 01:10:54 +0000 2018,0.765,0.292,0.708,0.0,28
@CBS,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",Tue Oct 02 00:01:07 +0000 2018,0.0,0.0,1.0,0.0,29
@CBS,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,Mon Oct 01 21:56:03 +0000 2018,0.0,0.0,1.0,0.0,30
@CBS,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,Mon Oct 01 16:33:11 +0000 2018,0.296,0.136,0.864,0.0,31
@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",Sun Sep 30 23:51:26 +0000 2018,-0.2263,0.0,0.909,0.091,32
@CBS,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,Sun Sep 30 17:00:00 +0000 2018,0.6124,0.19,0.81,0.0,33
@CBS,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,Sun Sep 30 14:34:18 +0000 2018,0.0,0.0,1.0,0.0,34
@CBS,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",Fri Sep 28 22:22:01 +0000 2018,0.0,0.0,1.0,0.0,35
@CBS,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",Fri Sep 28 20:16:14 +0000 2018,0.0,0.0,1.0,0.0,36
@CBS,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",Fri Sep 28 17:52:41 +0000 2018,0.0,0.0,1.0,0.0,37
@CBS,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",Fri Sep 28 16:51:50 +0000 2018,0.0,0.0,1.0,0.0,38
@CBS,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,Thu Sep 27 20:19:18 +0000 2018,0.0,0.0,1.0,0.0,39
@CBS,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,Thu Sep 27 20:01:53 +0000 2018,0.0,0.0,1.0,0.0,40
@CBS,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",Thu Sep 27 17:19:16 +0000 2018,0.0,0.0,1.0,0.0,41
@CBS,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,Thu Sep 27 16:58:08 +0000 2018,-0.34,0.169,0.581,0.25,42
@CBS,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,Thu Sep 27 00:44:13 +0000 2018,0.0,0.0,1.0,0.0,43
@CBS,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,Thu Sep 27 00:42:15 +0000 2018,0.0,0.0,1.0,0.0,44
@CBS,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,Wed Sep 26 21:49:27 +0000 2018,0.1139,0.071,0.929,0.0,45
@CBS,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",Wed Sep 26 19:57:54 +0000 2018,0.6249,0.221,0.779,0.0,46
@CBS,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",Wed Sep 26 17:25:43 +0000 2018,0.0,0.0,1.0,0.0,47
@CBS,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",Tue Sep 25 21:10:56 +0000 2018,-0.2714,0.098,0.764,0.138,48
@CBS,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",Tue Sep 25 20:31:45 +0000 2018,-0.2263,0.0,0.909,0.091,49
@CBS,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,Tue Sep 25 19:54:26 +0000 2018,0.0,0.0,1.0,0.0,50
@CBS,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,Tue Sep 25 19:45:33 +0000 2018,0.7901,0.291,0.709,0.0,51
@CBS,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",Tue Sep 25 18:34:26 +0000 2018,0.0,0.0,1.0,0.0,52
@CBS,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",Tue Sep 25 18:05:31 +0000 2018,0.0,0.0,1.0,0.0,53
@CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,1.0,0.0,54
@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.913,0.087,55
@CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,1.0,0.0,56
@CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.758,0.098,57
@CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.123,0.714,0.162,58
@CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.891,0.0,59
@CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,0.7896,0.212,0.788,0.0,60
@CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,1.0,0.0,61
@CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.588,0.236,62
@CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.791,0.0,63
@CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.473,0.0,64
@CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,1.0,0.0,65
@CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.737,0.0,66
@CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.909,0.091,67
@CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,1.0,0.0,68
@CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.771,0.159,69
@CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.17,0.598,0.233,70
@CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,1.0,0.0,71
@CBS,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,1.0,0.0,72
@CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.699,0.083,73
@CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,1.0,0.0,74
@CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",Sun Sep 09 23:36:09 +0000 2018,-0.2263,0.0,0.917,0.083,75
@CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,Sun Sep 09 14:00:00 +0000 2018,0.6705,0.256,0.744,0.0,76
@CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,Sat Sep 08 16:20:43 +0000 2018,0.4215,0.149,0.851,0.0,77
@CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,1.0,0.0,78
@CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",Fri Sep 07 23:15:09 +0000 2018,-0.5411,0.092,0.712,0.196,79
@CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,1.0,0.0,80
@CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,Thu Sep 06 22:10:49 +0000 2018,-0.296,0.0,0.879,0.121,81
@CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,Thu Sep 06 19:00:01 +0000 2018,0.4753,0.192,0.808,0.0,82
@CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,1.0,0.0,83
@CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,Wed Sep 05 17:32:40 +0000 2018,0.3612,0.111,0.889,0.0,84
@CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",Wed Sep 05 16:48:09 +0000 2018,0.6908,0.533,0.467,0.0,85
@CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,Tue Sep 04 20:34:26 +0000 2018,0.4215,0.135,0.865,0.0,86
@CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,Sat Sep 01 15:25:34 +0000 2018,0.6514,0.171,0.829,0.0,87
@CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",Fri Aug 31 21:26:49 +0000 2018,0.0,0.0,1.0,0.0,88
@CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",Fri Aug 31 18:01:01 +0000 2018,0.0,0.0,1.0,0.0,89
@CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",Thu Aug 30 19:45:51 +0000 2018,-0.6908,0.0,0.761,0.239,90
@CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,Thu Aug 30 15:32:47 +0000 2018,0.6239,0.17,0.83,0.0,91
@CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",Mon Aug 27 23:36:57 +0000 2018,0.0,0.0,1.0,0.0,92
@CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,Fri Aug 24 20:30:16 +0000 2018,-0.4389,0.0,0.888,0.112,93
@CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",Wed Aug 22 20:55:25 +0000 2018,0.0,0.0,1.0,0.0,94
@CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",Wed Aug 22 20:10:12 +0000 2018,0.0,0.0,1.0,0.0,95
@CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,Mon Aug 20 21:59:56 +0000 2018,0.5423,0.171,0.829,0.0,96
@CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",Fri Aug 17 17:42:02 +0000 2018,0.3182,0.113,0.887,0.0,97
@CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,Thu Aug 16 18:40:09 +0000 2018,0.0,0.0,1.0,0.0,98
